content,createdAt,id,recordAt,subTitle,title,updatedAt
"乳铁蛋白是哺乳动物乳汁中天然存在的一种蛋白质，目前没有证据表明它可以提高免疫力，更不能预防新型冠状病毒。别再交「智商税」了",1581398435171,ck6hfs3za0042s87c6aahfmlh,1580230052346,"丁香医生团队辟谣：无证据表明乳铁蛋白对病毒有用","吃乳铁蛋白能预防新冠?",1581398435171
"口罩正着戴才有用，戴反了，防护力会大大减弱。正确的操作是颜色较深的一面朝外，颜色较浅的朝自己，有金属条的部分戴在鼻子上，用手捏紧，使口罩上端紧贴鼻梁。",1581398435763,ck6hfs3za0043s87cf0pxbldh,1580230052346,"丁香医生团队辟谣：口罩正着戴才有用","没感冒时，口罩反着戴?",1581398435763
"口罩只是起到阻挡飞沫的作用，病毒在口罩上残留的时间和量并不明确。脱口罩时，用手勾住绳子，脱下来直接丢弃即可，不需要做其他处理。如果用手直接接触口罩面，反而会增加感染风险。",1581398436011,ck6hfs3za0044s87caoq2f7w4,1580230052346,"丁香医生团队辟谣：口罩用过后直接丢弃即可","口罩用过要剪碎或消毒?",1581398436011
"经首发信息中心核实，没有路段采取封闭措施。此外，据北京市交管局相关知情人士介绍，目前，北京市交管部门没有采取任何高速公路封路措施。",1581398436256,ck6hfs3za0045s87c7urs8r6b,1580230052346,"经首发信息中心核实：没有路段采取封闭措施","北京高速封路?",1581398436256
"据四川网警消息，1月25日，自贡市网民孙某在微信群内传播不实言论，称“此次疫情系解放军传播病毒导致”。目前，孙某因散布谣言属地公安机关处以行政拘留处罚。网警重申：网络不是法外之地，对于编造，散布谣言，扰乱公共秩序违法行为，公安机关将依法查处。",1581398436447,ck6hfs3zb0049s87c7ykc8mj9,1580230052346,"四川网警辟谣：不实言论！","此次疫情系解放军导致?",1581398436447
"实际情况是，泰国政府和移民局秉承人道主义精神，针对中国因新冠肺炎疫情关闭个别机场，致使部分要回国却滞留泰国的中国游客，实行免除逾期滞留的罚款和惩罚措施。但仅适用于其返程机票和目的地的确是已被被关闭的机场周边城市的游客，和真正受影响地区的游客，其他没有被关闭机场地区的中国游客，还是会被照常处以罚金。",1581398436698,ck6hfs3zb004as87c3a4c5mnn,1580230052346,"泰移民局辟谣：纯属谣言！","泰签可续签15-60天?",1581398436698
"医疗队医师组组长、上海市第一人民医院呼吸与危重症医学科医师组组长周新教授，做出回应：政府安排得很好，上海医疗队到武汉这两天，没有吃过一盒方便面。",1581398436967,ck6hfs3zb004bs87c0cqz1ur2,1580230052346,"医疗队医师组组长回应：不实信息","沪援鄂医疗队只能吃方便面?",1581398436967
"据微博「山西公安」消息，从1月25日夜间开始，山西局部地区降雪，因不具备安全通行条件，多地高速公路临时交通管制。目前，因降雪临时封闭的路段已陆续恢复正常通行。为加强疫情防控，省内高速公路出入口均设置了司乘人员体温检测点，并非交通管制。",1581398437164,ck6hfs3zb004cs87c6zr876ew,1580230052346,"山西公安：系谣言","山西高速因疫情封闭?",1581398437165
"据武汉市红十字会官方微博@博爱江城，武汉市红十字会负责接收捐赠物资，具体的发放和分配由市卫健委统一根据各个医院的实际需求调拨安排，来运送的车辆由各个医院自行安排，市红十字会的转运车辆也是通过与武汉市交通委员会协调后，免费运送。武汉市红十字会至今为止的所有工作流程中，均不存在任何收费现象。",1581398437450,ck6hfs3zb004ds87c4j7x9c08,1580230052346,"武汉市红十字会官方微博辟谣：不存在任何收费现象","武汉红十字会收服务费？",1581398437450
"中科院武汉病毒所的石正丽教授团队经过多年研究发现，SARS病毒的基因与来自云南山洞里的菊头蝠99%吻合。SARS爆发主要集中在中国和亚洲地区，是因为病毒的传播依赖人传人，如果没有感染的人去到其他洲，病毒是没有办法跨越大洋传播的。",1581398438061,ck6hfs3zb004es87c2swyfatr,1580230052346,"勿怪幸医学博士查证：营销号胡扯","SARS是美国的生物战？",1581398438061
"杭州市新冠肺炎防控指挥部发布公告称，自采取公共卫生事件一级响应以来，杭州市防控「冠状病毒肺炎」各项工作有序、有力、有效，尽管病例数仍在增加，但均为输入性病例，并且均按医学隔离标准和诊疗规范实施有效管控。为了减少输入性病例，在一些入城口采取了体温监测措施，但不存在“封城”等说法。",1581398438286,ck6hfs3zb004fs87cc7q5c8ql,1580230052346,"杭州新冠肺炎防控指挥部辟谣：均为输入性病例，不存在封城","杭州为控制疫情将封城？",1581398438286
"网传「武汉将断网，禁止医务人员分享相关信息」。就此，省通信管理局和三大运营商相关权威人士均明确回复，此传言纯属子虚乌有，完全是谣言。相反，目前省通管局和运营商正在进一步强化措施保障通信畅通。",1581398438580,ck6hfs3zb004gs87cc1945nqx,1580230052346,"湖北通信管理局和三大运营商辟谣","武汉将断网？",1581398438581
"北京市新型冠状病毒感染的肺炎疫情防控工作新闻发布会召开，就网络上流传的“北京市为防控疫情采取封城措施”的消息，北京市交通委副主任容军表示，目前，北京市对外交通基本正常，没有封城也不会封城，但将严防疫情通过交通工具传播。",1581398438907,ck6hfs3zb004is87cdw73dqry,1580230052346,"北京市交通委辟谣：情况不实","北京为防控疫情将封城？",1581398438907
"新型冠状病毒感染的肺炎疫情发生后，有网友翻出2018年“科学家发现新型冠状病毒”的旧闻，怀疑“是否两年前就已发现如今正在肆虐的新型冠状病毒”。记者今天向中科院求证，该院武汉病毒研究所称2018年报道的“病毒”，与此次引发肺炎疫情的2019-nCov并非“同一种病毒”。",1581398439192,ck6hfs3zc004js87chc9a46wv,1580230052346,"中科院辟谣：并非同一种","新冠2018年就发现了？",1581398439192
"经核实此传言不实，为防治新型冠状病毒感染的肺炎疫情，有关部门为减少人员密集场所人流量，仅对个别大型商业综合体的非群众日常生活必需品销售场所进行了临时管理，与市民群众生活密切相关的超市（含大型商场附设超市）、农贸市场、便利店、连锁店、配送店、菜店和各类粮油副食供应点均照常营业，且各类货品准备充足。",1581398439421,ck6hfs3zc004ks87cfwhpclvd,1580230052346,"西宁官方辟谣：不属实","西宁将关闭超市菜场？",1581398439421
"有网友称，从武汉回到大溪镇的一千多人，被公安局全抓走，需隔离15天，政府包了10个宾馆。
台州网警对此表示，经与属地核实，并无此事。",1581398439637,ck6hfs3zc004ls87c0t2cdgk7,1580230052346,"台州网警辟谣：纯属谣言","从武汉回大溪镇被抓走？",1581398439637
"有消息称：新加坡拒逾百名武汉旅客入境。新加坡移民局与关卡局25日表示消息并不是真的，这件事情没有发生",1581398440226,ck6hfs3zc004ms87c0r3lg3qn,1580230052346,"新加坡移民局辟谣：假的","新加坡拒武汉旅客入境?",1581398440226
"北京协和医院经过多方调查核实，该患者并未失联。因新型冠状病毒感染病例的确诊或疑似病例的排除，需要经过多次复核复验。该病例后经北京市CDC复核检验为阴性。",1581398440539,ck6hfs3zc004ns87c7hwa7sks,1580230052346,"北京协和医院辟谣：该患者并未失联","北京一确诊患者逃跑？",1581398440540
"有微信群内网友传言称，此次由武汉开始传播的肺炎疫情，已经导致北京300多人死亡。对此，北京市政府新闻办公室官方微博@北京发布回应@捉谣记指出，该传言是假的。",1581398441108,ck6hfs3zc004os87c48iaa9xd,1580230052346,"北京政府新闻办官微回应：假的","北京三百多人死亡？",1581398441108
"1月26日下午从深圳市新型冠状病毒感染的肺炎疫情防控工作领导小组办公室获悉，有关深圳市将要“封城”的信息，是谣言！",1581398442119,ck6hfs3zc004ps87c3dvt42o4,1580230052346,"深圳市互联网信息办公室：是谣言","深圳要封城？",1581398442119
"27日下午，网上流传一张日本媒体报道武汉肺炎疫情的截图，配文称“日本派了1000名医疗工作者去武汉”。其实，这是误解了截图配文的意思，原意是日本媒体报道中国政府派了1000名医疗工作者去武汉，却被解读为日本派了1000名医疗工作者去武汉。",1581398442375,ck6hfs3zc004qs87c197g1ehc,1580230052346,"其实是误解","日本派出千名医疗人员？",1581398442375
"呼吸阀的气流是单向向外的，不影响使用者的防护效果。但已经有症状的人，建议不要使用带有呼吸阀的防护口罩，它无法阻挡病毒飞沫溢出。",1581398442735,ck6hfs3zc004rs87c74j27swf,1580230052346,"丁香医生团队辟谣：口罩上有呼吸阀不用担心","带呼吸阀的口罩没有用？",1581398442735
"一瓶醋里的醋酸含量最多也只有5%。将醋里的醋酸蒸发到空气中的做法，提升空气酸度的空间十分有限。
另外，熏醋还会带来副作用。醋酸挥发到房间后，可能对人体的呼吸道粘膜产生刺激作用，导致咽喉不适、恶心及呼吸困难。
对呼吸道敏感的儿童、老人，以及有哮喘病史的人而言，熏醋很有可能诱发呼吸系统疾病。",1581398443002,ck6hfs3zc004ss87c25hz3h4d,1580230052346,"丁香医生团队辟谣：熏醋杀不死新型冠状病毒","熏醋可以预防新冠？",1581398443002
"27日下午，一则消息称，自2020年1月28日24时起，市区网约车，出租车一律停止运营。东方网记者致电大众、强生等叫车服务热线，均得到否定的答案。滴滴出行、美团出行等网约车平台也对该说法予以否定。此外，这则消息的落款为“上海市城市交通客运管理处”，而上海并没有这一部门。",1581398443725,ck6hfs3zf004ts87c3rgjfrfm,1580230052346,"多个平台回复：不实消息","上海出租车网约车停运？",1581398443725
"有传言称「即便吸入了病毒，如果喉咙湿润的话，病毒大多会沿食道进入胃部，而不是沿呼吸道进入肺部。胃里有胃酸，能有效杀死病毒，所以要多喝水」其实新冠病毒通过侵染呼吸道黏膜上皮细胞，并在细胞中大量增殖完成侵染，多喝水并不能阻止细胞进入呼吸道。胃酸虽可杀死病毒，但不是全部病毒，新冠病毒存在侵染胃部细胞的可能性。水喝太多可能使体内电解质失衡，对肾脏等器官造成额外负担！",1581403348820,ck6hiq1ch0000u77c8ejadqjg,1581403192195,"剑桥大学病毒学助理研究员韩越：没有研究显示频繁喝水能预防新冠病毒感染","保持喉咙湿润可以预防病毒？",1581403348820
"有肺炎的话，你会咳嗽、呼吸急促，甚至喘不过气，很容易就能认得出，必要时还有 CT 识别手段。就算毫无肺炎表现，只要有发热以及相关密切接触史，也得尽快就医，并不是没有肺炎就安全。假如你一切良好，看到这则谣言不由自主做几次深吸气检查也没关系，会稍稍刺激迷走神经，还可能让气道高敏的人忍不住咳几声，这并不会有明显危害，记得别连续深吸气「复查」就行了。",1581403349192,ck6hiq1mu0001u77c9ofxc74j,1581403192195,"丁香医生团队辟谣：真没必要用这样的方式去检查有没有肺炎","深呼吸再憋十秒可测是否有肺炎？",1581403349192
"经查证，钟南山院士并没有说过此话。相反，1 月 31 日，钟南山院士在接受北京卫视《养生堂》采访时提到：到现在我没有发现有很明显的后遗症，治愈的可能以后会大量增加。",1581403349376,ck6hiq1ry0002u77c2osm51vb,1581403192195,"丁香医生团队查证：钟南山院士没有说过此话","钟南山：新冠肺炎治愈后会有后遗症？",1581403349376
"9 日，湖北省召开第 19 场疫情防控工作新闻发布会，华中农业大学教授陈焕春介绍，「分析发现，新型冠状病毒属于 SARS 冠状病毒。」新京报记者刚刚向陈焕春核实到，该说法属于口误。他表示，应为「新型冠状病毒属于 SARS 相关冠状病毒」。这意味着「新冠」病毒与 SARS 冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。",1581403349618,ck6hiq1yn0003u77caf36ew7g,1581403192195,"华中农业大学教授陈焕春解释：完全属于口误","新冠病毒属于SARS病毒？",1581403349618
"目前没有证据证明洋葱有预防新冠肺炎的功效。不过，炒菜吃还是很美味的，闻就算了吧，不嫌辣眼睛和鼻子吗。",1581403350100,ck6hiq2c10005u77c9fc1fn7i,1581403192195,"丁香医生团队辟谣：无论是吃还是闻都不能预防新冠肺炎","洋葱可以预防新冠肺炎？",1581403350100
"由国家卫健委高级别专家组组长钟南山领衔的「中国 2019 年新型冠状病毒感染的临床特征」研究，在预印本网站 medRxiv 上发表。钟南山等人对 1099 例（截至 1 月 29 日）新冠肺炎确诊患者的临床特征进行了回顾性研究。研究发现，新冠肺炎的中位潜伏期为 3.0 天，最长可达 24 天。丁香医生在此提醒，潜伏期长是个案，要重视，但无需恐慌。",1581403350319,ck6hiq2i40006u77c3uzl36ft,1581403192195,"钟南山领衔新论文：新冠肺炎的中位潜伏期为 3.0 天，最长可达 24 天","新冠肺炎潜伏期最长24天？",1581403350319
"蔬菜、肉、水果买回家后先用流水冲洗。蔬菜、肉类应烧熟吃，水果尽量削皮，处理生食和熟食的切菜板及刀具要分开。病毒在 56℃、30 分钟就能被杀死，炒菜经常能达到 100℃ 以上的高温，炒熟炒透后不用担心病毒。处理过后注意及时洗手。目前新型冠状病毒是否经粪-口途径（消化道）传播，虽尚待进一步明确，但通过将食物洗净煮熟，饭前便后洗手等方法可预防病毒经消化道传播。",1581403350528,ck6hiq2ny0007u77c3omr2d1w,1581403192195,"中国疾病预防控制中心研究员冯录召：病毒通过飞沫、直接接触等方式污染到蔬菜、肉和水果的几率很低","吃果蔬和肉蛋会感染新冠病毒？",1581403350528
"在口罩内部垫纸巾不能起到延长口罩寿命的效果，反而会让气体从纸巾旁边通过，影响气密性，导致口罩失效。一般来讲，一次性口罩不建议重复使用，N95 口罩在保存得当的情况下，可以考虑多次使用，但最好不要超过 5 次。",1581403351078,ck6hiq3390008u77c6rle8pol,1581403192195,"丁香医生团队辟谣：在口罩里垫纸巾不能延长口罩寿命，反而影响使用效果","口罩里垫一张纸巾，就能反复使用？",1581403351078
"气溶胶颗粒通常>10微米，一般医用口罩就能阻挡。半径<0.1微米的气溶胶微粒，重量轻，主要在高空，会随风飘走，呼吸到的概率不大。气溶胶质点比表面能很大，又有电荷，病毒很容易被破坏，存活度不高。非医务人员在日常只有达到极高数量级的阈值，部分病毒才能由黏膜进入人体。由气溶胶形式悬停在衣物、皮肤的病毒，只有极微小的比例能通过接触传播。这样的病毒量不太会引发疾病。",1581403351372,ck6hiq3bf0009u77c7d38f7ek,1581403192195,"丁香医生团队：暂不明确。要重视，但不必恐慌","新冠病毒可通过气溶胶传播？",1581403351372
"9 日，湖北省召开第 19 场疫情防控工作新闻发布会，华中农业大学教授陈焕春介绍，「分析发现，新型冠状病毒属于 SARS 冠状病毒。」新京报记者刚刚向陈焕春核实到，该说法属于口误。他表示，应为「新型冠状病毒属于 SARS 相关冠状病毒」。这意味着「新冠」病毒与 SARS 冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。",1581405782397,ck6hk673w001au77cbfb6cgch,1581405592602,"华中农业大学教授陈焕春解释：完全属于口误","新冠病毒属于SARS病��？",1581405782397
"经查证，钟南山院士并没有说过此话。相反，1 月 31 日，钟南山院士在接受北京卫视《养生堂》采访时提到：到现在我没有发现有很明显的后遗症，治愈的可能以后会大量增加。",1581432739883,ck6i07zmx00fku77cgqckd02f,1581432596627,"丁香医生团队查证：钟南山院士没有说过此话","钟南山：新冠肺炎治愈后会��后遗症？",1581432739883
"有传闻「某药方打粉，用鸡蛋清调匀。将药分成两份，敷于双脚底涌泉穴。平躺 16 小时，期间不能坐，不能站。口含咬破大蒜一天一夜。可以考虑戴成人尿不湿。晚上开始敷，16 小时内可以不用吃饭。可抑制病毒 / 治疗肺炎」丁香医生再次强调，到目前为止，还没有专门用于预防和治疗新冠病毒的药物。别浪费钱折腾了，少出门，勤洗手，做好家居外出防护，才是最好的方法.",1581498573555,ck6j3f181000lgg7c7zmehu66,1581498421741,"丁香医生团队辟谣：到目前为止，还没有专门用于预防和治疗新冠病毒的药物","把某些药物敷在脚底可以防病毒？",1581498573555
"世卫组织总干事谭德塞博士表示：「开发疫苗和疗法需要时间，与此同时，我们也不是束手无策。我们现在可以采用许多基本公共卫生干预措施预防感染。第一支疫苗可能在 18 个月后才能投入使用。所以，在筹划长远安排的同时，我们今天必须全力使用现有各种武器对付这一病毒。」",1581498574282,ck6j3f1s4000mgg7c9gn6a19j,1581498421741,"世卫组织总干事谭德塞博士：开发疫苗和疗法需要时间","新冠病毒的疫苗研制要 18 个月？",1581498574282
"经查证，钟南山院士并没有说过此话。相反，1 月 31 日，钟南山院士在接受北京卫视《养生堂》采访时提到：到现在我没有发现有很明显的后遗症，治愈的可能以后会大量增加。",1581498574853,ck6j3f283000ogg7c0przarwy,1581498421741,"丁香医生团队查证：钟南山院士没有说过此话","钟南山：新冠肺炎治愈也有后遗症？",1581498574853
"9 日，湖北省召开第 19 场疫情防控工作新闻发布会，华中农业大学教授陈焕春介绍，「分析发现，新型冠状病毒属于 SARS 冠状病毒。」新京报记者刚刚向陈焕春核实到，该说法属于口误。他表示，应为「新型冠状病毒属于 SARS 相关冠状病毒」。这意味着「新冠」病毒与 SARS 冠状病毒相似。该结论是基于中科院武汉病毒所石正丽研究员的工作得出的。",1581498575053,ck6j3f2dl000pgg7cg0jb8vzs,1581498421741,"华中农业大学教授陈焕春解释：完全属于口误","新冠病毒属于 SARS 病毒？",1581498575053
"青海、南宁、丽江等各城市版本的均为编造。另外，此次新型冠状病毒来源是非法销售的野生动物，正规渠道售卖的各类肉制品仍可彻底煮熟后食用。",1581498575284,ck6j3f2jv000qgg7c6ckc16u9,1581498421741,"丁香医生团队查证：青海、南宁、丽江等各城市版本的均为编造。正规渠道售卖的仍可放心吃","别吃鱼，某地有 121 个鱼塘感染？",1581498575284
"由国家卫健委高级别专家组组长钟南山领衔的「中国 2019 年新型冠状病毒感染的临床特征」研究，在预印本网站 medRxiv 上发表。钟南山等人对 1099 例（截至 1 月 29 日）新冠肺炎确诊患者的临床特征进行了回顾性研究。研究发现，新冠肺炎的中位潜伏期为 3.0 天，最长可达 24 天。丁香医生在此提醒，潜伏期长是个案，要重视，但无需恐慌。",1581498575480,ck6j3f2pg000sgg7cc8i2bi9w,1581498421741,"钟南山领衔新论文：新冠肺炎的中位潜伏期为 3.0 天，最长可达 24 天","新冠肺炎潜伏期最长 24 天？",1581498575481
"有传言称「即便吸入了病毒，如果喉咙湿润的话，病毒大多会沿食道进入胃部，而不是沿呼吸道进入肺部。胃里有胃酸，能有效杀死病毒，所以要多喝水」其实新冠病毒通过侵染呼吸道黏膜上皮细胞，并在细胞中大量增殖完成侵染，多喝水并不能阻止细胞进入呼吸道。胃酸虽可杀死病毒，但不是全部病毒，新冠病毒存在侵染胃部细胞的可能性。水喝太多可能使体内电解质失衡，对肾脏等器官造成额外负担！",1581499777435,ck6j44u54002ygg7cc9k53kqh,1581499621998,"剑桥大学病毒学助理研究员韩越：没有研究显示频繁喝水能预防新冠病毒感染","保持喉咙湿润可���预防病毒？",1581499777435
"相比于哺乳动物，鱼类、鸟类和爬行类成为新冠肺炎中间宿主的可能性非常小。新冠病毒主要利用细胞表面受体 ACE2 感染哺乳动物，鸟类目前没有被检测出具备大量 ACE2 受体，被病毒侵染概率很低。",1581505182188,ck6j7coh10078gg7c0mktfnk7,1581505023193,"剑桥大学病毒学助理研究员韩越：相比于哺乳动物，鱼类、鸟类和爬行类成为新冠肺炎中间宿主的可能性非常小","候鸟迁徙会携带传播新冠病毒？",1581505182188
"青海、南宁、丽江等各城市版本的均为编造。另外，此次新型冠状病毒来源是非法销售的野生动物，正规渠道售卖的各类肉制品仍可彻底煮熟后食用。",1581517766470,ck6jeuekl00f5gg7c48w5ed01,1581517624852,"丁香医生团队查证：青海、南宁、丽江等各城市版本的均为编造。正规渠道售卖的仍可放心吃","别吃鱼，某地有 121 个鱼塘感染���",1581517766470
